Date,demand
2011-01-29,61
2011-01-30,67
2011-01-31,35
2011-02-01,66
2011-02-02,37
2011-02-03,62
2011-02-04,63
2011-02-05,80
2011-02-06,66
2011-02-07,61
2011-02-08,65
2011-02-09,54
2011-02-10,51
2011-02-11,53
2011-02-12,81
2011-02-13,89
2011-02-14,45
2011-02-15,51
2011-02-16,55
2011-02-17,36
2011-02-18,62
2011-02-19,75
2011-02-20,57
2011-02-21,43
2011-02-22,41
2011-02-23,37
2011-02-24,47
2011-02-25,55
2011-02-26,74
2011-02-27,65
2011-02-28,45
2011-03-01,63
2011-03-02,53
2011-03-03,51
2011-03-04,54
2011-03-05,63
2011-03-06,70
2011-03-07,41
2011-03-08,58
2011-03-09,48
2011-03-10,57
2011-03-11,66
2011-03-12,71
2011-03-13,55
2011-03-14,36
2011-03-15,63
2011-03-16,43
2011-03-17,56
2011-03-18,48
2011-03-19,70
2011-03-20,75
2011-03-21,42
2011-03-22,46
2011-03-23,30
2011-03-24,42
2011-03-25,49
2011-03-26,52
2011-03-27,61
2011-03-28,58
2011-03-29,42
2011-03-30,34
2011-03-31,48
2011-04-01,57
2011-04-02,86
2011-04-03,76
2011-04-04,35
2011-04-05,51
2011-04-06,43
2011-04-07,39
2011-04-08,47
2011-04-09,64
2011-04-10,82
2011-04-11,58
2011-04-12,53
2011-04-13,37
2011-04-14,36
2011-04-15,46
2011-04-16,60
2011-04-17,65
2011-04-18,32
2011-04-19,36
2011-04-20,46
2011-04-21,42
2011-04-22,71
2011-04-23,57
2011-04-24,61
2011-04-25,38
2011-04-26,39
2011-04-27,52
2011-04-28,50
2011-04-29,81
2011-04-30,79
2011-05-01,57
2011-05-02,79
2011-05-03,58
2011-05-04,32
2011-05-05,64
2011-05-06,66
2011-05-07,77
2011-05-08,84
2011-05-09,54
2011-05-10,55
2011-05-11,39
2011-05-12,82
2011-05-13,54
2011-05-14,64
2011-05-15,65
2011-05-16,44
2011-05-17,59
2011-05-18,42
2011-05-19,46
2011-05-20,69
2011-05-21,64
2011-05-22,74
2011-05-23,51
2011-05-24,48
2011-05-25,26
2011-05-26,40
2011-05-27,45
2011-05-28,75
2011-05-29,71
2011-05-30,75
2011-05-31,48
2011-06-01,74
2011-06-02,53
2011-06-03,81
2011-06-04,81
2011-06-05,83
2011-06-06,48
2011-06-07,93
2011-06-08,58
2011-06-09,48
2011-06-10,50
2011-06-11,81
2011-06-12,66
2011-06-13,62
2011-06-14,70
2011-06-15,76
2011-06-16,60
2011-06-17,80
2011-06-18,72
2011-06-19,80
2011-06-20,54
2011-06-21,74
2011-06-22,48
2011-06-23,42
2011-06-24,65
2011-06-25,59
2011-06-26,74
2011-06-27,62
2011-06-28,48
2011-06-29,33
2011-06-30,59
2011-07-01,114
2011-07-02,89
2011-07-03,96
2011-07-04,64
2011-07-05,48
2011-07-06,54
2011-07-07,49
2011-07-08,72
2011-07-09,101
2011-07-10,80
2011-07-11,66
2011-07-12,69
2011-07-13,40
2011-07-14,73
2011-07-15,81
2011-07-16,73
2011-07-17,69
2011-07-18,76
2011-07-19,59
2011-07-20,56
2011-07-21,71
2011-07-22,80
2011-07-23,89
2011-07-24,79
2011-07-25,55
2011-07-26,55
2011-07-27,38
2011-07-28,50
2011-07-29,71
2011-07-30,90
2011-07-31,77
2011-08-01,67
2011-08-02,67
2011-08-03,70
2011-08-04,65
2011-08-05,92
2011-08-06,94
2011-08-07,83
2011-08-08,66
2011-08-09,77
2011-08-10,73
2011-08-11,67
2011-08-12,93
2011-08-13,71
2011-08-14,75
2011-08-15,68
2011-08-16,69
2011-08-17,72
2011-08-18,60
2011-08-19,62
2011-08-20,85
2011-08-21,89
2011-08-22,57
2011-08-23,71
2011-08-24,59
2011-08-25,57
2011-08-26,80
2011-08-27,80
2011-08-28,84
2011-08-29,73
2011-08-30,49
2011-08-31,81
2011-09-01,97
2011-09-02,144
2011-09-03,126
2011-09-04,71
2011-09-05,61
2011-09-06,42
2011-09-07,55
2011-09-08,54
2011-09-09,73
2011-09-10,60
2011-09-11,102
2011-09-12,80
2011-09-13,42
2011-09-14,55
2011-09-15,66
2011-09-16,68
2011-09-17,81
2011-09-18,79
2011-09-19,55
2011-09-20,55
2011-09-21,49
2011-09-22,54
2011-09-23,65
2011-09-24,81
2011-09-25,79
2011-09-26,45
2011-09-27,39
2011-09-28,40
2011-09-29,63
2011-09-30,64
2011-10-01,94
2011-10-02,102
2011-10-03,65
2011-10-04,57
2011-10-05,72
2011-10-06,50
2011-10-07,76
2011-10-08,78
2011-10-09,112
2011-10-10,62
2011-10-11,54
2011-10-12,54
2011-10-13,63
2011-10-14,70
2011-10-15,92
2011-10-16,86
2011-10-17,58
2011-10-18,44
2011-10-19,42
2011-10-20,48
2011-10-21,81
2011-10-22,72
2011-10-23,74
2011-10-24,50
2011-10-25,44
2011-10-26,61
2011-10-27,52
2011-10-28,78
2011-10-29,91
2011-10-30,79
2011-10-31,54
2011-11-01,66
2011-11-02,61
2011-11-03,59
2011-11-04,78
2011-11-05,81
2011-11-06,89
2011-11-07,51
2011-11-08,62
2011-11-09,53
2011-11-10,52
2011-11-11,68
2011-11-12,93
2011-11-13,76
2011-11-14,48
2011-11-15,67
2011-11-16,53
2011-11-17,49
2011-11-18,74
2011-11-19,91
2011-11-20,72
2011-11-21,62
2011-11-22,61
2011-11-23,45
2011-11-24,80
2011-11-25,154
2011-11-26,80
2011-11-27,47
2011-11-28,46
2011-11-29,56
2011-11-30,51
2011-12-01,48
2011-12-02,63
2011-12-03,93
2011-12-04,80
2011-12-05,56
2011-12-06,46
2011-12-07,43
2011-12-08,62
2011-12-09,67
2011-12-10,82
2011-12-11,96
2011-12-12,55
2011-12-13,57
2011-12-14,75
2011-12-15,63
2011-12-16,60
2011-12-17,85
2011-12-18,85
2011-12-19,72
2011-12-20,71
2011-12-21,61
2011-12-22,68
2011-12-23,116
2011-12-24,99
2011-12-25,0
2011-12-26,73
2011-12-27,48
2011-12-28,40
2011-12-29,44
2011-12-30,76
2011-12-31,81
2012-01-01,39
2012-01-02,65
2012-01-03,48
2012-01-04,53
2012-01-05,65
2012-01-06,66
2012-01-07,74
2012-01-08,71
2012-01-09,57
2012-01-10,33
2012-01-11,56
2012-01-12,42
2012-01-13,50
2012-01-14,77
2012-01-15,76
2012-01-16,56
2012-01-17,33
2012-01-18,43
2012-01-19,46
2012-01-20,50
2012-01-21,67
2012-01-22,55
2012-01-23,48
2012-01-24,44
2012-01-25,27
2012-01-26,53
2012-01-27,54
2012-01-28,70
2012-01-29,54
2012-01-30,32
2012-01-31,53
2012-02-01,82
2012-02-02,69
2012-02-03,80
2012-02-04,82
2012-02-05,84
2012-02-06,75
2012-02-07,65
2012-02-08,66
2012-02-09,72
2012-02-10,74
2012-02-11,93
2012-02-12,98
2012-02-13,78
2012-02-14,77
2012-02-15,59
2012-02-16,4
2012-02-17,0
2012-02-18,72
2012-02-19,61
2012-02-20,50
2012-02-21,44
2012-02-22,39
2012-02-23,31
2012-02-24,57
2012-02-25,69
2012-02-26,62
2012-02-27,33
2012-02-28,42
2012-02-29,47
2012-03-01,57
2012-03-02,59
2012-03-03,75
2012-03-04,69
2012-03-05,50
2012-03-06,69
2012-03-07,50
2012-03-08,57
2012-03-09,60
2012-03-10,75
2012-03-11,79
2012-03-12,59
2012-03-13,61
2012-03-14,54
2012-03-15,69
2012-03-16,72
2012-03-17,90
2012-03-18,80
2012-03-19,62
2012-03-20,60
2012-03-21,52
2012-03-22,52
2012-03-23,59
2012-03-24,66
2012-03-25,66
2012-03-26,33
2012-03-27,46
2012-03-28,35
2012-03-29,38
2012-03-30,52
2012-03-31,62
2012-04-01,73
2012-04-02,59
2012-04-03,67
2012-04-04,41
2012-04-05,51
2012-04-06,56
2012-04-07,98
2012-04-08,71
2012-04-09,52
2012-04-10,37
2012-04-11,51
2012-04-12,61
2012-04-13,66
2012-04-14,81
2012-04-15,50
2012-04-16,36
2012-04-17,42
2012-04-18,44
2012-04-19,39
2012-04-20,39
2012-04-21,82
2012-04-22,46
2012-04-23,53
2012-04-24,47
2012-04-25,32
2012-04-26,33
2012-04-27,47
2012-04-28,57
2012-04-29,71
2012-04-30,65
2012-05-01,53
2012-05-02,75
2012-05-03,74
2012-05-04,75
2012-05-05,74
2012-05-06,68
2012-05-07,46
2012-05-08,48
2012-05-09,60
2012-05-10,62
2012-05-11,79
2012-05-12,87
2012-05-13,91
2012-05-14,88
2012-05-15,70
2012-05-16,48
