Date,demand
2011-01-29,6
2011-01-30,13
2011-01-31,7
2011-02-01,13
2011-02-02,10
2011-02-03,11
2011-02-04,14
2011-02-05,18
2011-02-06,6
2011-02-07,11
2011-02-08,13
2011-02-09,11
2011-02-10,12
2011-02-11,18
2011-02-12,19
2011-02-13,15
2011-02-14,11
2011-02-15,13
2011-02-16,14
2011-02-17,5
2011-02-18,21
2011-02-19,7
2011-02-20,7
2011-02-21,12
2011-02-22,9
2011-02-23,12
2011-02-24,8
2011-02-25,18
2011-02-26,9
2011-02-27,12
2011-02-28,10
2011-03-01,11
2011-03-02,10
2011-03-03,17
2011-03-04,14
2011-03-05,14
2011-03-06,12
2011-03-07,7
2011-03-08,12
2011-03-09,14
2011-03-10,11
2011-03-11,13
2011-03-12,16
2011-03-13,7
2011-03-14,10
2011-03-15,11
2011-03-16,7
2011-03-17,9
2011-03-18,10
2011-03-19,9
2011-03-20,7
2011-03-21,9
2011-03-22,12
2011-03-23,6
2011-03-24,12
2011-03-25,7
2011-03-26,17
2011-03-27,11
2011-03-28,15
2011-03-29,13
2011-03-30,15
2011-03-31,13
2011-04-01,14
2011-04-02,16
2011-04-03,13
2011-04-04,12
2011-04-05,9
2011-04-06,5
2011-04-07,5
2011-04-08,15
2011-04-09,8
2011-04-10,16
2011-04-11,11
2011-04-12,12
2011-04-13,7
2011-04-14,11
2011-04-15,11
2011-04-16,28
2011-04-17,13
2011-04-18,14
2011-04-19,12
2011-04-20,13
2011-04-21,9
2011-04-22,14
2011-04-23,17
2011-04-24,10
2011-04-25,11
2011-04-26,14
2011-04-27,8
2011-04-28,15
2011-04-29,21
2011-04-30,12
2011-05-01,11
2011-05-02,12
2011-05-03,13
2011-05-04,9
2011-05-05,18
2011-05-06,16
2011-05-07,14
2011-05-08,7
2011-05-09,10
2011-05-10,19
2011-05-11,18
2011-05-12,11
2011-05-13,14
2011-05-14,10
2011-05-15,21
2011-05-16,10
2011-05-17,7
2011-05-18,24
2011-05-19,17
2011-05-20,12
2011-05-21,7
2011-05-22,8
2011-05-23,10
2011-05-24,14
2011-05-25,7
2011-05-26,14
2011-05-27,14
2011-05-28,10
2011-05-29,13
2011-05-30,10
2011-05-31,13
2011-06-01,5
2011-06-02,12
2011-06-03,14
2011-06-04,11
2011-06-05,15
2011-06-06,6
2011-06-07,27
2011-06-08,18
2011-06-09,16
2011-06-10,14
2011-06-11,16
2011-06-12,12
2011-06-13,8
2011-06-14,15
2011-06-15,20
2011-06-16,9
2011-06-17,10
2011-06-18,13
2011-06-19,10
2011-06-20,15
2011-06-21,11
2011-06-22,14
2011-06-23,21
2011-06-24,6
2011-06-25,15
2011-06-26,16
2011-06-27,12
2011-06-28,10
2011-06-29,12
2011-06-30,12
2011-07-01,12
2011-07-02,15
2011-07-03,14
2011-07-04,20
2011-07-05,21
2011-07-06,9
2011-07-07,13
2011-07-08,20
2011-07-09,21
2011-07-10,15
2011-07-11,11
2011-07-12,11
2011-07-13,11
2011-07-14,21
2011-07-15,24
2011-07-16,19
2011-07-17,25
2011-07-18,13
2011-07-19,11
2011-07-20,11
2011-07-21,13
2011-07-22,11
2011-07-23,19
2011-07-24,11
2011-07-25,20
2011-07-26,18
2011-07-27,8
2011-07-28,8
2011-07-29,8
2011-07-30,15
2011-07-31,17
2011-08-01,15
2011-08-02,21
2011-08-03,16
2011-08-04,11
2011-08-05,10
2011-08-06,24
2011-08-07,15
2011-08-08,11
2011-08-09,16
2011-08-10,19
2011-08-11,13
2011-08-12,21
2011-08-13,18
2011-08-14,15
2011-08-15,22
2011-08-16,11
2011-08-17,21
2011-08-18,16
2011-08-19,13
2011-08-20,17
2011-08-21,11
2011-08-22,19
2011-08-23,19
2011-08-24,9
2011-08-25,8
2011-08-26,20
2011-08-27,16
2011-08-28,13
2011-08-29,11
2011-08-30,19
2011-08-31,9
2011-09-01,22
2011-09-02,23
2011-09-03,16
2011-09-04,15
2011-09-05,17
2011-09-06,28
2011-09-07,20
2011-09-08,17
2011-09-09,32
2011-09-10,29
2011-09-11,24
2011-09-12,19
2011-09-13,17
2011-09-14,13
2011-09-15,9
2011-09-16,24
2011-09-17,19
2011-09-18,23
2011-09-19,18
2011-09-20,23
2011-09-21,18
2011-09-22,27
2011-09-23,17
2011-09-24,19
2011-09-25,17
2011-09-26,22
2011-09-27,17
2011-09-28,29
2011-09-29,22
2011-09-30,20
2011-10-01,23
2011-10-02,19
2011-10-03,13
2011-10-04,20
2011-10-05,22
2011-10-06,18
2011-10-07,25
2011-10-08,20
2011-10-09,23
2011-10-10,16
2011-10-11,10
2011-10-12,23
2011-10-13,15
2011-10-14,28
2011-10-15,22
2011-10-16,12
2011-10-17,16
2011-10-18,21
2011-10-19,10
2011-10-20,10
2011-10-21,15
2011-10-22,14
2011-10-23,28
2011-10-24,19
2011-10-25,12
2011-10-26,15
2011-10-27,16
2011-10-28,21
2011-10-29,22
2011-10-30,22
2011-10-31,17
2011-11-01,18
2011-11-02,25
2011-11-03,8
2011-11-04,17
2011-11-05,17
2011-11-06,12
2011-11-07,11
2011-11-08,20
2011-11-09,14
2011-11-10,21
2011-11-11,18
2011-11-12,12
2011-11-13,14
2011-11-14,15
2011-11-15,15
2011-11-16,13
2011-11-17,15
2011-11-18,20
2011-11-19,15
2011-11-20,16
2011-11-21,22
2011-11-22,16
2011-11-23,7
2011-11-24,27
2011-11-25,52
2011-11-26,13
2011-11-27,17
2011-11-28,14
2011-11-29,18
2011-11-30,21
2011-12-01,25
2011-12-02,27
2011-12-03,17
2011-12-04,24
2011-12-05,19
2011-12-06,18
2011-12-07,24
2011-12-08,19
2011-12-09,27
2011-12-10,14
2011-12-11,19
2011-12-12,17
2011-12-13,27
2011-12-14,21
2011-12-15,15
2011-12-16,19
2011-12-17,26
2011-12-18,15
2011-12-19,23
2011-12-20,21
2011-12-21,18
2011-12-22,26
2011-12-23,21
2011-12-24,19
2011-12-25,0
2011-12-26,13
2011-12-27,24
2011-12-28,14
2011-12-29,12
2011-12-30,12
2011-12-31,15
2012-01-01,16
2012-01-02,10
2012-01-03,5
2012-01-04,15
2012-01-05,24
2012-01-06,15
2012-01-07,15
2012-01-08,22
2012-01-09,22
2012-01-10,10
2012-01-11,18
2012-01-12,14
2012-01-13,22
2012-01-14,16
2012-01-15,12
2012-01-16,16
2012-01-17,13
2012-01-18,13
2012-01-19,8
2012-01-20,10
2012-01-21,15
2012-01-22,13
2012-01-23,9
2012-01-24,18
2012-01-25,16
2012-01-26,20
2012-01-27,19
2012-01-28,15
2012-01-29,15
2012-01-30,6
2012-01-31,18
2012-02-01,23
2012-02-02,22
2012-02-03,12
2012-02-04,21
2012-02-05,22
2012-02-06,14
2012-02-07,15
2012-02-08,18
2012-02-09,14
2012-02-10,16
2012-02-11,14
2012-02-12,13
2012-02-13,11
2012-02-14,22
2012-02-15,17
2012-02-16,4
2012-02-17,0
2012-02-18,14
2012-02-19,19
2012-02-20,11
2012-02-21,16
2012-02-22,13
2012-02-23,15
2012-02-24,17
2012-02-25,21
2012-02-26,15
2012-02-27,5
2012-02-28,15
2012-02-29,20
2012-03-01,12
2012-03-02,15
2012-03-03,26
2012-03-04,22
2012-03-05,18
2012-03-06,18
2012-03-07,10
2012-03-08,19
2012-03-09,22
2012-03-10,14
2012-03-11,14
2012-03-12,14
2012-03-13,15
2012-03-14,14
2012-03-15,15
2012-03-16,13
2012-03-17,17
2012-03-18,12
2012-03-19,16
2012-03-20,12
2012-03-21,12
2012-03-22,16
2012-03-23,20
2012-03-24,15
2012-03-25,9
2012-03-26,11
2012-03-27,8
2012-03-28,17
2012-03-29,22
2012-03-30,28
2012-03-31,18
2012-04-01,16
2012-04-02,19
2012-04-03,10
2012-04-04,16
2012-04-05,30
2012-04-06,19
2012-04-07,34
2012-04-08,27
2012-04-09,13
2012-04-10,12
2012-04-11,9
2012-04-12,14
2012-04-13,17
2012-04-14,12
2012-04-15,9
2012-04-16,10
2012-04-17,15
2012-04-18,23
2012-04-19,27
2012-04-20,19
2012-04-21,22
2012-04-22,10
2012-04-23,14
2012-04-24,23
2012-04-25,9
2012-04-26,22
2012-04-27,27
2012-04-28,19
2012-04-29,16
2012-04-30,21
2012-05-01,12
2012-05-02,19
2012-05-03,24
2012-05-04,21
2012-05-05,20
2012-05-06,15
2012-05-07,21
2012-05-08,14
2012-05-09,19
2012-05-10,34
2012-05-11,33
2012-05-12,15
2012-05-13,25
2012-05-14,18
2012-05-15,17
2012-05-16,11
2012-05-17,18
2012-05-18,29
2012-05-19,22
2012-05-20,18
2012-05-21,22
2012-05-22,19
2012-05-23,9
2012-05-24,20
2012-05-25,21
2012-05-26,26
2012-05-27,18
2012-05-28,7
2012-05-29,18
2012-05-30,23
2012-05-31,25
2012-06-01,20
2012-06-02,28
2012-06-03,27
2012-06-04,12
2012-06-05,17
2012-06-06,21
2012-06-07,19
2012-06-08,24
2012-06-09,21
2012-06-10,17
2012-06-11,22
2012-06-12,14
2012-06-13,24
2012-06-14,23
2012-06-15,18
2012-06-16,24
2012-06-17,18
2012-06-18,16
2012-06-19,15
2012-06-20,19
2012-06-21,15
2012-06-22,25
2012-06-23,21
2012-06-24,10
2012-06-25,15
2012-06-26,18
2012-06-27,17
2012-06-28,8
2012-06-29,20
2012-06-30,26
2012-07-01,27
2012-07-02,13
2012-07-03,21
2012-07-04,15
2012-07-05,17
2012-07-06,21
2012-07-07,24
2012-07-08,17
2012-07-09,20
2012-07-10,19
2012-07-11,17
2012-07-12,19
2012-07-13,24
2012-07-14,19
2012-07-15,17
2012-07-16,13
2012-07-17,12
2012-07-18,18
2012-07-19,17
2012-07-20,27
2012-07-21,34
2012-07-22,31
2012-07-23,20
2012-07-24,30
2012-07-25,22
2012-07-26,14
2012-07-27,23
2012-07-28,26
2012-07-29,16
2012-07-30,11
2012-07-31,17
2012-08-01,17
2012-08-02,30
2012-08-03,25
2012-08-04,30
2012-08-05,18
2012-08-06,18
2012-08-07,19
2012-08-08,31
2012-08-09,24
2012-08-10,31
2012-08-11,30
2012-08-12,21
2012-08-13,21
2012-08-14,23
2012-08-15,17
2012-08-16,15
2012-08-17,26
2012-08-18,14
2012-08-19,24
2012-08-20,15
2012-08-21,22
2012-08-22,18
2012-08-23,32
2012-08-24,23
2012-08-25,21
2012-08-26,17
2012-08-27,18
2012-08-28,12
2012-08-29,21
2012-08-30,14
2012-08-31,29
2012-09-01,26
2012-09-02,21
2012-09-03,20
2012-09-04,22
2012-09-05,32
2012-09-06,13
2012-09-07,22
2012-09-08,24
2012-09-09,21
2012-09-10,27
2012-09-11,18
2012-09-12,19
2012-09-13,27
2012-09-14,26
2012-09-15,20
2012-09-16,18
2012-09-17,20
2012-09-18,18
2012-09-19,23
2012-09-20,14
2012-09-21,24
2012-09-22,30
2012-09-23,23
2012-09-24,17
2012-09-25,12
2012-09-26,21
2012-09-27,21
2012-09-28,20
2012-09-29,33
2012-09-30,18
2012-10-01,15
2012-10-02,15
2012-10-03,29
2012-10-04,28
2012-10-05,18
2012-10-06,22
2012-10-07,17
2012-10-08,13
2012-10-09,17
2012-10-10,22
2012-10-11,19
2012-10-12,21
2012-10-13,15
2012-10-14,24
2012-10-15,15
2012-10-16,14
2012-10-17,18
2012-10-18,23
2012-10-19,20
2012-10-20,15
2012-10-21,17
2012-10-22,9
2012-10-23,20
2012-10-24,13
2012-10-25,18
2012-10-26,21
2012-10-27,32
2012-10-28,28
2012-10-29,15
2012-10-30,12
2012-10-31,12
2012-11-01,17
2012-11-02,13
2012-11-03,29
2012-11-04,23
2012-11-05,12
2012-11-06,19
2012-11-07,24
2012-11-08,7
2012-11-09,20
2012-11-10,14
2012-11-11,13
2012-11-12,13
2012-11-13,11
2012-11-14,10
2012-11-15,26
2012-11-16,19
2012-11-17,23
2012-11-18,15
2012-11-19,18
2012-11-20,18
2012-11-21,24
2012-11-22,33
2012-11-23,20
2012-11-24,8
2012-11-25,11
2012-11-26,20
2012-11-27,15
2012-11-28,14
2012-11-29,19
2012-11-30,14
2012-12-01,13
2012-12-02,15
2012-12-03,18
2012-12-04,12
2012-12-05,20
2012-12-06,18
2012-12-07,24
2012-12-08,18
2012-12-09,23
2012-12-10,22
2012-12-11,19
2012-12-12,23
2012-12-13,19
2012-12-14,12
2012-12-15,22
2012-12-16,11
2012-12-17,13
2012-12-18,19
2012-12-19,14
2012-12-20,19
2012-12-21,14
2012-12-22,19
2012-12-23,23
2012-12-24,27
2012-12-25,0
2012-12-26,28
2012-12-27,17
2012-12-28,13
2012-12-29,22
2012-12-30,16
2012-12-31,19
2013-01-01,9
2013-01-02,16
2013-01-03,20
2013-01-04,20
2013-01-05,12
2013-01-06,18
2013-01-07,14
2013-01-08,15
2013-01-09,10
2013-01-10,18
2013-01-11,14
2013-01-12,26
2013-01-13,12
2013-01-14,17
2013-01-15,9
2013-01-16,18
2013-01-17,15
2013-01-18,15
2013-01-19,29
2013-01-20,19
2013-01-21,22
2013-01-22,18
2013-01-23,12
2013-01-24,17
2013-01-25,16
2013-01-26,14
2013-01-27,11
2013-01-28,13
2013-01-29,11
2013-01-30,16
2013-01-31,17
2013-02-01,21
2013-02-02,23
2013-02-03,16
2013-02-04,13
2013-02-05,21
2013-02-06,16
2013-02-07,15
2013-02-08,12
2013-02-09,16
2013-02-10,13
2013-02-11,13
2013-02-12,22
2013-02-13,15
2013-02-14,23
2013-02-15,17
2013-02-16,18
2013-02-17,25
2013-02-18,15
2013-02-19,17
2013-02-20,24
2013-02-21,17
2013-02-22,13
2013-02-23,14
2013-02-24,9
2013-02-25,20
2013-02-26,15
2013-02-27,18
2013-02-28,20
2013-03-01,23
2013-03-02,14
2013-03-03,18
2013-03-04,12
2013-03-05,20
2013-03-06,17
2013-03-07,16
2013-03-08,14
2013-03-09,22
2013-03-10,13
2013-03-11,17
2013-03-12,18
2013-03-13,24
2013-03-14,20
2013-03-15,19
2013-03-16,18
2013-03-17,11
2013-03-18,12
2013-03-19,18
2013-03-20,13
2013-03-21,18
2013-03-22,20
2013-03-23,24
2013-03-24,22
2013-03-25,19
2013-03-26,12
2013-03-27,15
2013-03-28,31
2013-03-29,19
2013-03-30,26
2013-03-31,31
2013-04-01,22
2013-04-02,15
2013-04-03,17
2013-04-04,14
2013-04-05,10
2013-04-06,10
2013-04-07,24
2013-04-08,17
2013-04-09,14
2013-04-10,24
2013-04-11,12
2013-04-12,14
2013-04-13,12
2013-04-14,19
2013-04-15,15
2013-04-16,21
2013-04-17,32
2013-04-18,19
2013-04-19,20
2013-04-20,22
2013-04-21,18
2013-04-22,15
2013-04-23,22
2013-04-24,22
2013-04-25,9
2013-04-26,23
2013-04-27,22
2013-04-28,10
2013-04-29,24
2013-04-30,23
2013-05-01,14
2013-05-02,23
2013-05-03,27
2013-05-04,31
2013-05-05,10
2013-05-06,13
2013-05-07,23
2013-05-08,22
2013-05-09,16
2013-05-10,25
2013-05-11,32
2013-05-12,20
2013-05-13,21
2013-05-14,19
2013-05-15,26
2013-05-16,23
2013-05-17,25
2013-05-18,31
2013-05-19,18
2013-05-20,18
2013-05-21,16
2013-05-22,15
2013-05-23,21
2013-05-24,31
2013-05-25,20
2013-05-26,16
2013-05-27,24
2013-05-28,14
2013-05-29,25
2013-05-30,15
2013-05-31,22
2013-06-01,28
2013-06-02,28
2013-06-03,14
2013-06-04,18
2013-06-05,21
2013-06-06,20
2013-06-07,31
2013-06-08,40
2013-06-09,19
2013-06-10,23
2013-06-11,16
2013-06-12,18
2013-06-13,19
2013-06-14,13
2013-06-15,19
2013-06-16,11
2013-06-17,20
2013-06-18,17
2013-06-19,16
2013-06-20,19
2013-06-21,24
2013-06-22,14
2013-06-23,13
2013-06-24,24
2013-06-25,35
