Date,demand
2011-01-29,53
2011-01-30,46
2011-01-31,42
2011-02-01,45
2011-02-02,28
2011-02-03,48
2011-02-04,32
2011-02-05,53
2011-02-06,52
2011-02-07,26
2011-02-08,42
2011-02-09,38
2011-02-10,42
2011-02-11,62
2011-02-12,81
2011-02-13,79
2011-02-14,55
2011-02-15,61
2011-02-16,53
2011-02-17,59
2011-02-18,60
2011-02-19,78
2011-02-20,66
2011-02-21,44
2011-02-22,62
2011-02-23,60
2011-02-24,54
2011-02-25,63
2011-02-26,71
2011-02-27,77
2011-02-28,48
2011-03-01,54
2011-03-02,50
2011-03-03,61
2011-03-04,49
2011-03-05,57
2011-03-06,76
2011-03-07,44
2011-03-08,55
2011-03-09,65
2011-03-10,65
2011-03-11,51
2011-03-12,74
2011-03-13,62
2011-03-14,52
2011-03-15,59
2011-03-16,53
2011-03-17,66
2011-03-18,58
2011-03-19,56
2011-03-20,58
2011-03-21,74
2011-03-22,53
2011-03-23,46
2011-03-24,46
2011-03-25,52
2011-03-26,65
2011-03-27,63
2011-03-28,44
2011-03-29,43
2011-03-30,32
2011-03-31,56
2011-04-01,81
2011-04-02,78
2011-04-03,69
2011-04-04,61
2011-04-05,60
2011-04-06,61
2011-04-07,62
2011-04-08,65
2011-04-09,91
2011-04-10,71
2011-04-11,57
2011-04-12,51
2011-04-13,56
2011-04-14,73
2011-04-15,75
2011-04-16,79
2011-04-17,80
2011-04-18,75
2011-04-19,67
2011-04-20,54
2011-04-21,55
2011-04-22,87
2011-04-23,77
2011-04-24,95
2011-04-25,58
2011-04-26,49
2011-04-27,69
2011-04-28,50
2011-04-29,73
2011-04-30,72
2011-05-01,108
2011-05-02,51
2011-05-03,70
2011-05-04,53
2011-05-05,69
2011-05-06,78
2011-05-07,105
2011-05-08,85
2011-05-09,72
2011-05-10,64
2011-05-11,54
2011-05-12,55
2011-05-13,73
2011-05-14,86
2011-05-15,85
2011-05-16,57
2011-05-17,67
2011-05-18,44
2011-05-19,56
2011-05-20,70
2011-05-21,84
2011-05-22,88
2011-05-23,58
2011-05-24,64
2011-05-25,79
2011-05-26,62
2011-05-27,67
2011-05-28,76
2011-05-29,85
2011-05-30,51
2011-05-31,58
2011-06-01,80
2011-06-02,62
2011-06-03,81
2011-06-04,91
2011-06-05,97
2011-06-06,55
2011-06-07,63
2011-06-08,73
2011-06-09,87
2011-06-10,70
2011-06-11,86
2011-06-12,112
2011-06-13,78
2011-06-14,73
2011-06-15,76
2011-06-16,85
2011-06-17,71
2011-06-18,85
2011-06-19,96
2011-06-20,63
2011-06-21,58
2011-06-22,38
2011-06-23,59
2011-06-24,59
2011-06-25,79
2011-06-26,75
2011-06-27,61
2011-06-28,60
2011-06-29,72
2011-06-30,57
2011-07-01,87
2011-07-02,82
2011-07-03,97
2011-07-04,64
2011-07-05,63
2011-07-06,53
2011-07-07,66
2011-07-08,66
2011-07-09,91
2011-07-10,85
2011-07-11,84
2011-07-12,84
2011-07-13,60
2011-07-14,63
2011-07-15,106
2011-07-16,98
2011-07-17,96
2011-07-18,77
2011-07-19,60
2011-07-20,62
2011-07-21,65
2011-07-22,63
2011-07-23,99
2011-07-24,85
2011-07-25,101
2011-07-26,59
2011-07-27,68
2011-07-28,53
2011-07-29,72
2011-07-30,100
2011-07-31,92
2011-08-01,86
2011-08-02,71
2011-08-03,82
2011-08-04,79
2011-08-05,105
2011-08-06,107
2011-08-07,136
2011-08-08,82
2011-08-09,106
2011-08-10,87
2011-08-11,80
2011-08-12,108
2011-08-13,125
2011-08-14,117
2011-08-15,109
2011-08-16,84
2011-08-17,81
2011-08-18,105
2011-08-19,99
2011-08-20,162
2011-08-21,161
2011-08-22,140
2011-08-23,92
2011-08-24,86
2011-08-25,64
2011-08-26,61
2011-08-27,116
2011-08-28,122
2011-08-29,59
2011-08-30,82
2011-08-31,48
2011-09-01,103
2011-09-02,74
2011-09-03,104
2011-09-04,78
2011-09-05,78
2011-09-06,53
2011-09-07,79
2011-09-08,63
2011-09-09,87
2011-09-10,78
2011-09-11,97
2011-09-12,71
2011-09-13,89
2011-09-14,60
2011-09-15,85
2011-09-16,62
2011-09-17,95
2011-09-18,73
2011-09-19,65
2011-09-20,66
