Date,demand
2011-01-29,115
2011-01-30,116
2011-01-31,71
2011-02-01,66
2011-02-02,66
2011-02-03,89
2011-02-04,78
2011-02-05,123
2011-02-06,115
2011-02-07,70
2011-02-08,75
2011-02-09,72
2011-02-10,54
2011-02-11,107
2011-02-12,133
2011-02-13,135
2011-02-14,122
2011-02-15,97
2011-02-16,68
2011-02-17,95
2011-02-18,100
2011-02-19,132
2011-02-20,111
2011-02-21,71
2011-02-22,81
2011-02-23,91
2011-02-24,76
2011-02-25,92
2011-02-26,106
2011-02-27,134
2011-02-28,81
2011-03-01,104
2011-03-02,91
2011-03-03,86
2011-03-04,98
2011-03-05,133
2011-03-06,129
2011-03-07,99
2011-03-08,84
2011-03-09,80
2011-03-10,94
2011-03-11,89
2011-03-12,146
2011-03-13,131
2011-03-14,80
2011-03-15,93
2011-03-16,86
2011-03-17,87
2011-03-18,75
2011-03-19,98
2011-03-20,127
2011-03-21,103
2011-03-22,87
2011-03-23,110
2011-03-24,83
2011-03-25,102
2011-03-26,117
2011-03-27,105
2011-03-28,71
2011-03-29,75
2011-03-30,80
2011-03-31,101
2011-04-01,111
2011-04-02,118
2011-04-03,121
2011-04-04,81
2011-04-05,79
2011-04-06,97
2011-04-07,68
2011-04-08,104
2011-04-09,124
2011-04-10,122
2011-04-11,105
2011-04-12,100
2011-04-13,101
2011-04-14,70
2011-04-15,102
2011-04-16,126
2011-04-17,125
2011-04-18,102
2011-04-19,101
2011-04-20,115
2011-04-21,93
2011-04-22,130
2011-04-23,150
2011-04-24,145
2011-04-25,94
2011-04-26,82
2011-04-27,74
2011-04-28,73
2011-04-29,74
2011-04-30,113
2011-05-01,131
2011-05-02,79
2011-05-03,98
2011-05-04,84
2011-05-05,89
2011-05-06,124
2011-05-07,135
2011-05-08,140
2011-05-09,90
2011-05-10,80
2011-05-11,90
2011-05-12,70
2011-05-13,138
2011-05-14,124
2011-05-15,139
2011-05-16,74
2011-05-17,76
2011-05-18,69
2011-05-19,72
2011-05-20,107
2011-05-21,121
2011-05-22,132
2011-05-23,95
2011-05-24,91
2011-05-25,104
2011-05-26,108
2011-05-27,118
2011-05-28,110
2011-05-29,91
2011-05-30,114
2011-05-31,93
2011-06-01,105
2011-06-02,114
2011-06-03,163
2011-06-04,122
2011-06-05,134
2011-06-06,103
2011-06-07,122
2011-06-08,98
2011-06-09,93
2011-06-10,89
2011-06-11,128
2011-06-12,118
2011-06-13,92
2011-06-14,91
2011-06-15,97
2011-06-16,92
2011-06-17,122
2011-06-18,167
2011-06-19,159
2011-06-20,81
2011-06-21,88
2011-06-22,83
2011-06-23,90
2011-06-24,97
2011-06-25,111
2011-06-26,103
2011-06-27,90
2011-06-28,99
2011-06-29,87
2011-06-30,106
2011-07-01,135
2011-07-02,152
2011-07-03,126
2011-07-04,86
2011-07-05,73
2011-07-06,83
2011-07-07,83
2011-07-08,127
2011-07-09,175
2011-07-10,136
2011-07-11,98
2011-07-12,88
2011-07-13,86
2011-07-14,93
2011-07-15,113
2011-07-16,121
2011-07-17,141
2011-07-18,102
2011-07-19,57
2011-07-20,87
2011-07-21,110
2011-07-22,107
2011-07-23,97
2011-07-24,102
2011-07-25,85
2011-07-26,87
2011-07-27,63
2011-07-28,81
2011-07-29,74
2011-07-30,122
2011-07-31,136
2011-08-01,108
2011-08-02,89
2011-08-03,114
2011-08-04,109
2011-08-05,122
2011-08-06,150
2011-08-07,149
2011-08-08,110
2011-08-09,104
2011-08-10,95
2011-08-11,104
2011-08-12,140
2011-08-13,186
2011-08-14,166
2011-08-15,142
2011-08-16,110
2011-08-17,127
2011-08-18,135
2011-08-19,167
2011-08-20,150
2011-08-21,200
2011-08-22,139
2011-08-23,130
2011-08-24,77
2011-08-25,72
2011-08-26,126
2011-08-27,111
2011-08-28,145
2011-08-29,85
2011-08-30,69
2011-08-31,72
2011-09-01,98
2011-09-02,116
2011-09-03,130
2011-09-04,87
2011-09-05,84
2011-09-06,66
2011-09-07,92
2011-09-08,70
2011-09-09,104
2011-09-10,90
2011-09-11,127
2011-09-12,97
2011-09-13,99
2011-09-14,93
2011-09-15,102
2011-09-16,112
2011-09-17,93
2011-09-18,100
2011-09-19,88
2011-09-20,66
2011-09-21,81
2011-09-22,93
2011-09-23,96
2011-09-24,110
2011-09-25,123
2011-09-26,79
2011-09-27,74
2011-09-28,77
2011-09-29,77
2011-09-30,99
2011-10-01,103
2011-10-02,96
2011-10-03,87
2011-10-04,82
2011-10-05,94
2011-10-06,89
2011-10-07,90
2011-10-08,69
2011-10-09,78
2011-10-10,76
2011-10-11,85
2011-10-12,83
2011-10-13,82
2011-10-14,112
2011-10-15,135
2011-10-16,117
2011-10-17,111
2011-10-18,80
2011-10-19,77
2011-10-20,79
2011-10-21,72
2011-10-22,102
2011-10-23,108
2011-10-24,98
2011-10-25,84
2011-10-26,79
2011-10-27,79
2011-10-28,92
2011-10-29,103
2011-10-30,118
2011-10-31,71
2011-11-01,109
2011-11-02,88
